gene,set,direction,baseMean,log2FoldChange,lfcSE,stat,padj,Preferred_name,Description,PFAMs,EC,CAZy,KEGG_Pathway
FVEG_03043,H2_MAPK_signaling,up,4396.34773996752,2.2403975046180298,0.384080096206913,5.83315180022001,1.38220014758487e-7,tmk2,Mitogen-activated protein kinase,"ABC_membrane,ABC_tran,Pkinase",2.7.11.24,NA,"ko04010,ko04011,ko04138,ko04139,ko04540,ko04657,ko04722,ko04912,ko04921,ko05206,ko05418,map04010,map04011,map04138,map04139,map04540,map04657,map04722,map04912,map04921,map05206,map05418"
FVEG_04168,H2_MAPK_signaling,up,7733.24856629608,1.56336801563735,0.52445536940397,2.98093623755644,0.0147572050780361,HOG1,Mitogen-activated protein kinase,Pkinase,2.7.11.24,NA,"ko01522,ko04010,ko04011,ko04013,ko04015,ko04068,ko04071,ko04139,ko04212,ko04218,ko04261,ko04370,ko04380,ko04550,ko04611,ko04620,ko04621,ko04622,ko04624,ko04657,ko04658,ko04659,ko04660,ko04664,ko04668,ko04670,ko04714,ko04722,ko04723,ko04728,ko04750,ko04912,ko04914,ko04917,ko04926,ko04933,ko05014,ko05120,ko05131,ko05132,ko05133,ko05140,ko05142,ko05145,ko05152,ko05160,ko05164,ko05167,ko05169,ko05205,ko05418,map01522,map04010,map04011,map04013,map04015,map04068,map04071,map04139,map04212,map04218,map04261,map04370,map04380,map04550,map04611,map04620,map04621,map04622,map04624,map04657,map04658,map04659,map04660,map04664,map04668,map04670,map04714,map04722,map04723,map04728,map04750,map04912,map04914,map04917,map04926,map04933,map05014,map05120,map05131,map05132,map05133,map05140,map05142,map05145,map05152,map05160,map05164,map05167,map05169,map05205,map05418"
FVEG_02618,H2_MAPK_signaling,up,2252.18400648637,1.24668027527323,0.301711043290459,4.13203395433241,3.6815516822194e-4,STE7,Protein tyrosine kinase,"HET,Pkinase",2.7.12.2,NA,"ko04011,map04011"
FVEG_00646,H2_conidiation_core,up,4473.89272346942,1.65420734377623,0.422674793848278,3.91366451903924,8.0889510086621e-4,abaA,TEA/ATTS domain family,TEA,NA,NA,"ko04011,ko04390,ko04391,ko04392,map04011,map04390,map04391,map04392"
FVEG_02891,H2_conidiation_core,up,2811.09895923315,1.52198991574346,0.278245617264763,5.46995108388436,9.34336208644821e-7,wetA,Regulatory protein,NA,NA,NA,NA
FVEG_10716,H2_light_response,down,142.899471756302,-5.30623138151908,1.37650616094098,-3.85485479984466,0.00100314818868265,NA,Bacteriorhodopsin-like protein,Bac_rhodopsin,NA,NA,NA
FVEG_13954,H2_sporulation_GO,down,406.521832016644,-3.3406247582944,0.51053332707062,-6.54340193119714,2.1466062080989203e-9,NA,PAS fold,"HATPase_c,HisKA,PAS,PAS_4,PAS_9,Response_reg",2.7.13.3,NA,"ko02020,map02020"
FVEG_07936,H2_sporulation_GO,up,10600.9629073311,2.77447087214257,0.609433056914375,4.55254410745294,6.79094385276603e-5,gsk3,Belongs to the protein kinase superfamily,"MFS_1,Pkinase","2.7.11.1,2.7.11.26",NA,"ko01521,ko04012,ko04062,ko04110,ko04113,ko04150,ko04151,ko04310,ko04340,ko04341,ko04360,ko04390,ko04510,ko04550,ko04657,ko04660,ko04662,ko04711,ko04722,ko04728,ko04910,ko04916,ko04917,ko04919,ko04931,ko04932,ko04934,ko05010,ko05160,ko05162,ko05164,ko05165,ko05166,ko05167,ko05169,ko05200,ko05210,ko05213,ko05215,ko05217,ko05224,ko05225,ko05226,map01521,map04012,map04062,map04110,map04113,map04150,map04151,map04310,map04340,map04341,map04360,map04390,map04510,map04550,map04657,map04660,map04662,map04711,map04722,map04728,map04910,map04916,map04917,map04919,map04931,map04932,map04934,map05010,map05160,map05162,map05164,map05165,map05166,map05167,map05169,map05200,map05210,map05213,map05215,map05217,map05224,map05225,map05226"
FVEG_11244,H2_sporulation_GO,up,8185.54053427102,2.29880627276328,0.422453840753846,5.44155609678252,1.08399235373765e-6,IME2,to meiosis induction protein kinase Ime2,"CorA,Pkinase,TTL",2.7.11.1,NA,"ko04113,map04113"
FVEG_00646,H2_sporulation_GO,up,4473.89272346942,1.65420734377623,0.422674793848278,3.91366451903924,8.0889510086621e-4,abaA,TEA/ATTS domain family,TEA,NA,NA,"ko04011,ko04390,ko04391,ko04392,map04011,map04390,map04391,map04392"
FVEG_04106,H2_sporulation_GO,up,484.956915184723,1.64912127522044,0.569355577993242,2.89646986692034,0.0183085524430435,GCS1,"Putative GTP-ase activating proteins for the small GTPase, ARF","ArfGap,ETF",NA,NA,"ko04144,map04144"
FVEG_00212,H2_sporulation_GO,up,16871.1362284629,1.62462716994156,0.338491025433048,4.79961667480871,2.3675115889838e-5,PRB1,Belongs to the peptidase S8 family,"Inhibitor_I9,Peptidase_S8",3.4.21.48,NA,"ko04138,map04138"
FVEG_04168,H2_sporulation_GO,up,7733.24856629608,1.56336801563735,0.52445536940397,2.98093623755644,0.0147572050780361,HOG1,Mitogen-activated protein kinase,Pkinase,2.7.11.24,NA,"ko01522,ko04010,ko04011,ko04013,ko04015,ko04068,ko04071,ko04139,ko04212,ko04218,ko04261,ko04370,ko04380,ko04550,ko04611,ko04620,ko04621,ko04622,ko04624,ko04657,ko04658,ko04659,ko04660,ko04664,ko04668,ko04670,ko04714,ko04722,ko04723,ko04728,ko04750,ko04912,ko04914,ko04917,ko04926,ko04933,ko05014,ko05120,ko05131,ko05132,ko05133,ko05140,ko05142,ko05145,ko05152,ko05160,ko05164,ko05167,ko05169,ko05205,ko05418,map01522,map04010,map04011,map04013,map04015,map04068,map04071,map04139,map04212,map04218,map04261,map04370,map04380,map04550,map04611,map04620,map04621,map04622,map04624,map04657,map04658,map04659,map04660,map04664,map04668,map04670,map04714,map04722,map04723,map04728,map04750,map04912,map04914,map04917,map04926,map04933,map05014,map05120,map05131,map05132,map05133,map05140,map05142,map05145,map05152,map05160,map05164,map05167,map05169,map05205,map05418"
FVEG_02891,H2_sporulation_GO,up,2811.09895923315,1.52198991574346,0.278245617264763,5.46995108388436,9.34336208644821e-7,wetA,Regulatory protein,NA,NA,NA,NA
FVEG_06972,H2_sporulation_GO,up,5075.23395036822,1.51827891089018,0.605296951807711,2.50832076116666,0.0470755403047322,RIM21,PalH/RIM21,PalH,NA,NA,NA
FVEG_04666,H2_sporulation_GO,down,579.514819614081,-1.49819951830333,0.419354824535579,-3.57262974132355,0.00256911464675365,GAS4,"Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall",Glyco_hydro_72,NA,NA,NA
FVEG_02869,H2_sporulation_GO,up,4344.35082497552,1.454277135297,0.26123832356996,5.56685985204443,5.63854985117298e-7,KEX1,Serine carboxypeptidase,"Peptidase_S10,PfkB,RNA_Me_trans,Rad52_Rad22",3.4.16.6,NA,NA
FVEG_02635,H2_sporulation_GO,up,1884.25244693659,1.27171639690541,0.315201780177449,4.03461045235682,5.2649863476449e-4,SPO14,Phospholipase D Active site motif,"PLDc,PLDc_2,PX",3.1.4.4,NA,"ko00564,ko00565,ko01100,ko01110,ko04014,ko04024,ko04071,ko04072,ko04144,ko04666,ko04724,ko04912,ko05231,map00564,map00565,map01100,map01110,map04014,map04024,map04071,map04072,map04144,map04666,map04724,map04912,map05231"
FVEG_07801,H2_sporulation_GO,up,1859.67904317957,1.25477432649346,0.383635492565581,3.27074619217866,0.00650820862830306,samB,MYND finger,zf-MYND,NA,NA,NA
FVEG_07963,H2_sporulation_GO,up,2157.6112964578,1.24569157422421,0.352033358216567,3.53856117651747,0.00287447745945102,CBF5,Centromere microtubule-binding protein cbf5,"DER1,DKCLD,PUA,TruB_C_2,TruB_N",NA,NA,"ko03008,map03008"
FVEG_07348,H2_sporulation_GO,up,2116.16325177336,1.21506758833788,0.34700544124399,3.50158079360932,0.00321442167163531,CDH1,Anaphase-promoting complex subunit 4 WD40 domain,"ANAPC4_WD40,WD40",NA,NA,"ko04110,ko04111,ko04120,ko04914,map04110,map04111,map04120,map04914"
FVEG_09521,H2_velvet_LaeA,up,2977.90790642812,1.32586172094616,0.385336293706475,3.44079118058917,0.00387832840871155,VEL1,"Component of the velvet transcription factor complex that controls sexual asexual developmental ratio in response to light, promoting sexual development in the darkness while stimulating asexual sporulation under illumination (By similarity). The velvet complex hat acts as a global regulator for secondary metabolite gene expression. Controls the expression of the",Velvet,NA,NA,NA
FVEG_07232,H3_CAZy_AA_all,down,2551.6719122461,-2.14449013265131,0.606283871085403,-3.53710569409034,0.00288747405788745,NA,Glycosyl hydrolase family 61,"CBM_1,Glyco_hydro_61",1.14.99.54,"AA9,CBM1",NA
FVEG_06728,H3_CAZy_GH_all,up,12220.4190923234,7.4234295808483,1.08331484194727,6.85251350152707,2.90697761373159e-10,bglG,Fibronectin type III-like domain,"Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C",3.2.1.21,GH3,"ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110"
FVEG_11933,H3_CAZy_GH_all,down,1485.06887441954,-6.45143415634435,1.0782733641283,-5.98311557251519,6.10417665712064e-8,INV1,to beta-fructofuranosidase,"Glyco_hydro_32C,Glyco_hydro_32N",3.2.1.26,GH32,"ko00052,ko00500,ko01100,map00052,map00500,map01100"
FVEG_13391,H3_CAZy_GH_all,up,4552.95755399145,6.28201841998646,1.85693189074008,3.38300960380554,0.00462220837202634,bglM,Belongs to the glycosyl hydrolase 3 family,"Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C",3.2.1.21,GH3,"ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110"
FVEG_03557,H3_CAZy_GH_all,down,1033.11577876079,-6.16831637225541,0.585522068944738,-10.5347290894984,9.13655196081014e-24,NA,Belongs to the glycosyl hydrolase 47 family,Glyco_hydro_47,3.2.1.113,GH47,"ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141"
FVEG_05521,H3_CAZy_GH_all,up,14963.1784110999,5.43398862388637,1.18852515846342,4.57204341463978,6.2672671760774e-5,BGL4,Belongs to the glycosyl hydrolase 3 family,"Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,Pmp3",3.2.1.21,GH3,"ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110"
FVEG_17533,H3_CAZy_GH_all,down,313.847530418415,-5.17234313608739,0.756728598933972,-6.83513632678061,3.22574696777443e-10,ATH1,"Glycosyl hydrolase family 65, N-terminal domain","Glyco_hydro_65C,Glyco_hydro_65N,Glyco_hydro_65m",3.2.1.28,GH37,"ko00500,ko01100,map00500,map01100"
FVEG_14974,H3_CAZy_GH_all,up,79.1784022226801,4.20314946609044,1.2506900198803,3.36066443265672,0.00496745469679857,NA,Fibronectin type III-like domain,"Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C",3.2.1.21,GH3,"ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110"
FVEG_08470,H3_CAZy_GH_all,down,4930.18178627129,-4.1495468024191,0.565025610088625,-7.34399773802862,1.04496209186403e-11,NA,Belongs to the glycosyl hydrolase 18 family,Glyco_hydro_18,3.2.1.14,GH18,"ko00520,ko01100,map00520,map01100"
FVEG_09248,H3_CAZy_GH_all,up,757.122758183968,3.83370132186333,0.866615956023589,4.42376036953441,1.170863202195e-4,BGL1,Belongs to the glycosyl hydrolase 3 family,"Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,PA14",3.2.1.21,"GH1,GH3","ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110"
FVEG_06900,H3_CAZy_GH_all,down,519.859478568275,-3.79304361695278,0.757053049077866,-5.01027453964147,8.95205200165956e-6,exgB,Belongs to the glycosyl hydrolase 5 (cellulase A) family,Cellulase,3.2.1.75,GH5,NA
FVEG_08164,H3_CAZy_GH_all,down,3657.85749033525,-3.49921123732315,0.799010643275966,-4.3794300698878,1.3941445075106e-4,DFG5,"Mannan endo-1,6-alpha-mannosidase",Glyco_hydro_76,3.2.1.101,GH76,NA
FVEG_12002,H3_CAZy_GH_all,down,129.991277075894,-3.43225046677791,1.33528393149246,-2.57042744679901,0.0408877412776393,NA,"hydrolase, family 18","Chitin_bind_1,Glyco_hydro_18,LysM",3.2.1.14,GH18,"ko00520,ko01100,map00520,map01100"
FVEG_02083,H3_CAZy_GH_all,up,5215.93254755908,2.97378065749014,0.812256025234242,3.66113708621927,0.00194394623797916,NA,Belongs to the glycosyl hydrolase 32 family,"Glyco_hydro_32C,Glyco_hydro_32N",3.2.1.26,GH32,"ko00052,ko00500,ko01100,map00052,map00500,map01100"
FVEG_08463,H3_CAZy_GH_all,down,141.199116793428,-2.83411900967035,0.935180233489635,-3.03055914590368,0.0129519143470119,NA,Belongs to the glycosyl hydrolase 5 (cellulase A) family,Cellulase,3.2.1.75,GH5,NA
FVEG_10899,H3_CAZy_GH_all,down,409.520318121057,-2.69771521892374,0.678698896076498,-3.97483366264334,6.5795387432277e-4,DFG5,Glycosyl hydrolase family 76,Glyco_hydro_76,3.2.1.101,GH76,NA
FVEG_03908,H3_CAZy_GH_all,up,151589.381461415,2.39530502814352,0.40982965594883,5.8446356757613,1.30096064243254e-7,NA,Belongs to the glycosyl hydrolase 17 family,Glyco_hydro_17,3.2.1.39,GH17,"ko00500,map00500"
FVEG_04947,H3_CAZy_GH_all,up,1053.65895331111,2.36979349676095,0.717297271131774,3.30378155910424,0.00587321496455873,NA,"1,4-alpha-D-glucan glucohydrolase","CBM_20,CBM_21,Glyco_hydro_15",3.2.1.3,GH15,"ko00500,ko01100,map00500,map01100"
FVEG_07525,H3_CAZy_GH_all,up,1172.7186563341,2.07886420597162,0.538222552992344,3.86246208824547,9.7517178156372e-4,NA,Glycosyl hydrolases family 32,Glyco_hydro_32N,3.2.1.26,GH32,"ko00052,ko00500,ko01100,map00052,map00500,map01100"
FVEG_02273,H3_CAZy_GH_all,up,4789.73131074463,1.73488762999249,0.323350567472002,5.36534586457067,1.58514855894297e-6,CHT2,Glycosyl hydrolases family 18,"CBM_19,CBM_2,DUF963,Flocculin_t3,Glyco_hydro_18,LysM",3.2.1.14,GH18,"ko00520,ko01100,map00520,map01100"
FVEG_04206,H3_CAZy_GH_all,up,1375.81306490574,1.71391796571653,0.594852140997836,2.88125039415933,0.0190170218522248,NA,"Mannan endo-1,6-alpha-mannosidase",Glyco_hydro_76,3.2.1.101,GH76,NA
FVEG_13759,H3_CAZy_GH_all,down,14368.4760882938,-1.41448242962239,0.531290405523493,-2.66235266987114,0.0329875149041944,NA,Belongs to the glycosyl hydrolase 17 family,Glyco_hydro_17,"3.2.1.39,3.2.1.58",GH17,"ko00500,map00500"
FVEG_04979,H3_CAZy_GH_all,up,2052.02398724696,1.08713088361346,0.300591666102275,3.61663680736768,0.00223449876138398,NA,Belongs to the glycosyl hydrolase 47 family,Glyco_hydro_47,3.2.1.113,GH47,"ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141"
FVEG_02648,H3_CAZy_GH_all,down,1873.59768148694,-1.00038243208527,0.382924524575989,-2.6124793996754,0.0371122194057435,NA,Belongs to the glycosyl hydrolase 47 family,"DnaJ,Glyco_hydro_47",3.2.1.113,GH47,"ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141"
FVEG_01362,H3_CAZy_GT_all,up,493.669610115205,2.1001803241055,0.47839922150864,4.39001618247318,1.3451508145252e-4,ECM39,Alg9-like mannosyltransferase family,"Glutaredoxin,Glyco_transf_22,Inhibitor_I78,XAP5",2.4.1.260,GT22,"ko00510,ko00513,ko01100,map00510,map00513,map01100"
FVEG_02500,H3_CAZy_GT_all,down,234.767627736009,-2.09260916691973,0.530439126637973,-3.9450505474268,7.2684269094977e-4,NA,Capsular polysaccharide synthesis protein,Gly_transf_sug,2.4.1.232,GT32,"ko00513,ko01100,map00513,map01100"
FVEG_00580,H3_CAZy_GT_all,up,685.710542074335,1.88500092518831,0.51685150354493,3.64708414749623,0.00203278889445922,SPT14,Phosphatidylinositol N-acetylglucosaminyltransferase GPI3 subunit,"Acyltransferase,DUF2428,Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1,PIGA,RMI1_N",2.4.1.198,GT4,"ko00563,ko01100,map00563,map01100"
FVEG_03975,H3_CAZy_GT_all,up,1675.12291681539,1.73790362401242,0.447479071794541,3.88376514915625,9.0034105614376e-4,och1,"to alpha-1,6-mannosyltransferase subunit Och1",Gly_transf_sug,2.4.1.232,GT32,"ko00513,ko01100,map00513,map01100"
FVEG_04169,H3_CAZy_GT_all,up,5548.26245066452,1.72357965216724,0.494783257587825,3.4835043945708,0.00339324865147824,GPH1,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties","HET,Phosphorylase",2.4.1.1,GT35,"ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931"
FVEG_10937,H3_CAZy_GT_all,down,2850.32302043747,-1.47388493961916,0.333072035799656,-4.42512364053795,1.165026231478e-4,MNN2,Mannosyltransferase putative,Mannosyl_trans3,NA,GT71,"ko00513,ko01100,map00513,map01100"
FVEG_06271,H3_CAZy_GT_all,up,13475.2336787705,1.26922460447222,0.420260010499574,3.02009368667616,0.0132926476862559,KRE2,Glycolipid 2-alpha-mannosyltransferase,Glyco_transf_15,NA,GT15,"ko00514,map00514"
FVEG_01793,H3_CAZy_GT_all,up,3196.92498804539,1.03939637065503,0.403534395453201,2.57573178982106,0.0403189254655349,NA,Dolichol-phosphate mannosyltransferase subunit 3 (DPM3),DPM3,NA,GT2,"ko00510,ko01100,map00510,map01100"
FVEG_10049,H3_alt_carbon_pathways,down,476.20594117817,-8.3632184928158,0.658238064776879,-12.7054616564155,2.2994651907904497e-34,NA,to succinate-semialdehyde dehydrogenase,"Aldedh,Amidohydro_2,Chitin_bind_1,Glyco_hydro_18",1.2.1.24,NA,"ko00250,ko00650,ko01100,ko01120,map00250,map00650,map01100,map01120"
FVEG_13481,H3_alt_carbon_pathways,down,101.71606708023,-7.29876389020584,1.00564864641508,-7.25776732880248,1.9203509955331e-11,NA,Aldehyde reductase 1 (Alcohol dehydrogenase NADP,Aldo_ket_red,1.1.1.372,NA,"ko00040,ko01100,map00040,map01100"
FVEG_10632,H3_alt_carbon_pathways,down,852.064132669958,-6.6241271034284,1.22806776966905,-5.39394263658064,1.37466868414114e-6,HXK2,hexokinase,"Aldo_ket_red,Hexokinase_1,Hexokinase_2,Hus1",2.7.1.1,NA,"ko00010,ko00051,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04910,ko04930,ko04973,ko05230,map00010,map00051,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200,map04066,map04910,map04930,map04973,map05230"
FVEG_12531,H3_alt_carbon_pathways,down,820.343318432654,-5.76602834584156,0.637773480237714,-9.04087191535844,1.46998749410824e-17,NA,FMN binding,FMN_dh,1.1.3.15,NA,"ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko04146,map00630,map01100,map01110,map01120,map01130,map01200,map04146"
FVEG_06008,H3_alt_carbon_pathways,up,11591.7749062315,4.93911342009584,1.09853782007488,4.49607954304127,8.55801301430766e-5,NA,Belongs to the DapA family,DHDPS,4.1.3.16,NA,"ko00330,ko00630,ko01100,map00330,map00630,map01100"
FVEG_02183,H3_alt_carbon_pathways,up,1600.33975241652,4.83010890297512,0.956582893705668,5.0493364817177,7.47659480267067e-6,ARDH,to D-arabinitol,"KR,adh_short,adh_short_C2",1.1.1.250,NA,"ko00040,ko01100,map00040,map01100"
FVEG_02047,H3_alt_carbon_pathways,down,393.089406978329,-4.45181912124056,0.734887679682543,-6.05782250039035,3.95561444520147e-8,NA,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial precursor","F-actin_cap_A,Transket_pyr,Transketolase_C",1.2.4.4,NA,"ko00280,ko00640,ko01100,ko01110,ko01130,map00280,map00640,map01100,map01110,map01130"
FVEG_08470,H3_alt_carbon_pathways,down,4930.18178627129,-4.1495468024191,0.565025610088625,-7.34399773802862,1.04496209186403e-11,NA,Belongs to the glycosyl hydrolase 18 family,Glyco_hydro_18,3.2.1.14,GH18,"ko00520,ko01100,map00520,map01100"
FVEG_12073,H3_alt_carbon_pathways,down,57.7407465241109,-3.91111481268988,1.24852960449456,-3.13257675157269,0.00975851819031516,NA,CoA-ligase,"ATP-grasp_2,Ligase_CoA","6.2.1.4,6.2.1.5",NA,"ko00020,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map01100,map01110,map01120,map01130,map01200"
FVEG_04796,H3_alt_carbon_pathways,up,3144.01559452221,3.60851934518816,1.05273800402446,3.4277468196202,0.00404009664379078,NA,Belongs to the DapA family,DHDPS,4.1.2.54,NA,"ko00040,ko01100,map00040,map01100"
FVEG_00585,H3_alt_carbon_pathways,up,11199.8248073406,3.60300987907782,0.936626391412096,3.84679517053302,0.0010328123335672,ALD5,Belongs to the aldehyde dehydrogenase family,"Aldedh,DASH_Dad1","1.2.1.3,1.2.1.5",NA,"ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00350,ko00360,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00980,ko00981,ko00982,ko01100,ko01110,ko01120,ko01130,ko05204,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00350,map00360,map00380,map00410,map00561,map00620,map00625,map00903,map00980,map00981,map00982,map01100,map01110,map01120,map01130,map05204"
FVEG_02233,H3_alt_carbon_pathways,up,1209.34826422405,3.53022801397274,0.654817893846566,5.39115996546045,1.39310119576828e-6,GUT1,Belongs to the FGGY kinase family,"FGGY_C,FGGY_N,WD40",2.7.1.30,NA,"ko00561,ko01100,ko03320,ko04626,map00561,map01100,map03320,map04626"
FVEG_12002,H3_alt_carbon_pathways,down,129.991277075894,-3.43225046677791,1.33528393149246,-2.57042744679901,0.0408877412776393,NA,"hydrolase, family 18","Chitin_bind_1,Glyco_hydro_18,LysM",3.2.1.14,GH18,"ko00520,ko01100,map00520,map01100"
FVEG_03354,H3_alt_carbon_pathways,down,237.96213710472,-3.33666946577903,0.743831476852561,-4.48578686115538,8.92166395649791e-5,NA,to NADP-dependent alcohol dehydrogenase,"ADH_N,ADH_zinc_N",1.1.1.2,NA,"ko00010,ko00040,ko00561,ko00930,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00561,map00930,map01100,map01110,map01120,map01130,map01220"
FVEG_02337,H3_alt_carbon_pathways,down,2600.18888896482,-2.9207119611941,0.468363566538789,-6.23599308284841,1.41139145519723e-8,GCV2,The glycine cleavage system catalyzes the degradation of glycine,"Beta_elim_lyase,GDC-P",1.4.4.2,NA,"ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200"
FVEG_10707,H3_alt_carbon_pathways,down,30926.3196538865,-2.82054583153794,0.38022732607772,-7.41805135531318,6.26658107898027e-12,NA,Alcohol dehydrogenase GroES-like domain,"ADH_N,ADH_zinc_N","1.1.1.303,1.1.1.4",NA,"ko00650,map00650"
FVEG_02550,H3_alt_carbon_pathways,up,601.925144000062,2.73658772147771,0.818383991089644,3.34389204978712,0.0052231657601738,NA,Aldo/keto reductase family,Aldo_ket_red,"1.1.1.156,1.1.1.365",NA,"ko00040,ko00561,ko01100,map00040,map00561,map01100"
FVEG_11893,H3_alt_carbon_pathways,up,1092.95411073386,2.59248354647177,0.663630818455468,3.90651469819546,8.2917507706361e-4,NA,to zinc-containing alcohol dehydrogenase superfamily,"ADH_N,ADH_N_assoc,ADH_zinc_N,Isochorismatase",NA,NA,"ko00640,map00640"
FVEG_04457,H3_alt_carbon_pathways,down,68.0450980248209,-2.56382989673651,0.922167734820779,-2.78022077755169,0.0245613404069128,NA,Chitin binding domain,"Chitin_bind_1,Polysacc_deac_1",3.5.1.41,NA,"ko00520,ko01100,map00520,map01100"
